" TAXYEAR","TAXDISTRICT","TAXINGAUTHORITY"
"2025","0788","1050"
"2025","4869","0900"
"2025","5262","0512"
"2025","0159","0420"
"2025","5855","0100"
"2025","6208","1050"
"2025","6754","0301"
"2025","9999","1454"
"2025","3188","0507"
"2025","4214","0428"
"2025","4491","0700"
"2025","6122","0213"
"2025","6583","1202"
"2025","5882","0303"
"2025","6911","0402"
"2025","0814","0208"
"2025","2070","1050"
"2025","2845","0100"
"2025","6449","1726"
"2025","2195","0100"
"2025","2781","1051"
"2025","3548","0512"
"2025","6310","0205"
"2025","2756","0303"
"2025","6290","0620"
"2025","5481","0406"
"2025","0079","0406"
"2025","3162","0700"
"2025","3686","0506"
"2025","5550","1050"
"2025","0517","0301"
"2025","0753","0207"
"2025","3033","0302"
"2025","6547","0301"
"2025","6791","0420"
"2025","6811","0305"
"2025","6899","0100"
"2025","0903","1050"
"2025","5269","1202"
"2025","5747","0100"
"2025","6172","1202"
"2025","3509","1050"
"2025","5795","1050"
"2025","4869","0870"
"2025","0834","0100"
"2025","2232","1050"
"2025","3887","0521"
"2025","5374","0404"
"2025","6539","0100"
"2025","6532","0427"
"2025","2338","1202"
"2025","4405","1358"
"2025","5240","0100"
"2025","3065","1050"
"2025","3184","0700"
"2025","4305","0509"
"2025","6090","0100"
"2025","2104","1489"
"2025","2420","0521"
"2025","4306","0408"
"2025","5391","0100"
"2025","4056","0507"
"2025","2610","0513"
"2025","4278","1460"
"2025","5437","0311"
"2025","5505","0100"
"2025","3309","0512"
"2025","4959","1467"
"2025","6688","0303"
"2025","6720","0100"
"2025","0406","0204"
"2025","9999","0966"
"2025","1324","0301"
"2025","2503","1050"
"2025","4237","0512"
"2025","5193","0506"
"2025","3282","1050"
"2025","5300","0406"
"2025","5746","0700"
"2025","5808","0309"
"2025","5876","1050"
"2025","6385","0100"
"2025","6783","1740"
"2025","2107","1200"
"2025","2828","0700"
"2025","6311","1050"
"2025","6337","1050"
"2025","4130","1467"
"2025","4707","1050"
"2025","5544","0304"
"2025","9999","1436"
"2025","2628","0301"
"2025","3288","0901"
"2025","3647","0513"
"2025","6965","1849"
"2025","2479","1050"
"2025","5594","0201"
"2025","6390","0509"
"2025","6563","1050"
"2025","2157","0100"
"2025","5476","0213"
"2025","5837","0213"
"2025","2323","1050"
"2025","5359","0203"
"2025","6061","0213"
"2025","6838","0901"
"2025","6959","0521"
"2025","0125","0309"
"2025","3431","0512"
"2025","4735","0302"
"2025","6876","0900"
"2025","4536","0521"
"2025","6451","1051"
"2025","4085","1360"
"2025","6755","0700"
"2025","2431","0100"
"2025","5818","0521"
"2025","2240","0100"
"2025","4402","0512"
"2025","5207","0309"
"2025","6966","0100"
"2025","5132","0512"
"2025","2332","0100"
"2025","2560","0205"
"2025","3546","1050"
"2025","4280","0812"
"2025","6236","0301"
"2025","6360","1208"
"2025","3443","0301"
"2025","9999","1692"
"2025","3981","1050"
"2025","5624","0301"
"2025","0016","0518"
"2025","2209","1301"
"2025","6222","1360"
"2025","1303","0213"
"2025","3667","0302"
"2025","4719","1209"
"2025","9999","1355"
"2025","5186","0100"
"2025","5768","0205"
"2025","6792","0301"
"2025","0068","0213"
"2025","0504","0700"
"2025","3228","1360"
"2025","5141","0301"
"2025","2205","0302"
"2025","3213","0303"
"2025","2642","1051"
"2025","3946","0620"
"2025","4555","0306"
"2025","4944","0700"
"2025","9999","0433"
"2025","2767","0205"
"2025","5117","0700"
"2025","5764","0302"
"2025","5853","0512"
"2025","6631","0402"
"2025","2552","0700"
"2025","3420","0421"
"2025","6387","0976"
"2025","6501","1051"
"2025","4290","0406"
"2025","5989","0301"
"2025","6941","0301"
"2025","0144","0700"
"2025","4221","0512"
"2025","4414","0100"
"2025","3664","0305"
"2025","3718","0205"
"2025","3863","0700"
"2025","3947","0204"
"2025","0083","0622"
"2025","3303","0205"
"2025","4318","1200"
"2025","0003","1360"
"2025","0439","1200"
"2025","6895","0511"
"2025","5891","0203"
"2025","6437","0205"
"2025","6528","0620"
"2025","0513","0301"
"2025","4781","0301"
"2025","6652","0301"
"2025","9999","1744"
"2025","2733","0100"
"2025","3709","1424"
"2025","6166","0301"
"2025","3524","0213"
"2025","5893","1324"
"2025","6728","1050"
"2025","0032","0301"
"2025","5579","1336"
"2025","6151","0208"
"2025","6212","0100"
"2025","5527","0306"
"2025","5874","0301"
"2025","6167","0100"
"2025","2917","0100"
"2025","6157","0213"
"2025","6722","0201"
"2025","0408","0700"
"2025","2148","0100"
"2025","2781","1200"
"2025","5405","1050"
"2025","0553","0100"
"2025","5683","0100"
"2025","6822","0965"
"2025","2851","0100"
"2025","3865","0301"
"2025","6873","0213"
"2025","3703","0620"
"2025","5898","0213"
"2025","6109","0301"
"2025","0557","0901"
"2025","0612","1050"
"2025","2479","0217"
"2025","3025","0700"
"2025","5819","0100"
"2025","0034","0900"
"2025","0585","0301"
"2025","0736","0100"
"2025","6931","0301"
"2025","4217","0100"
"2025","5964","1050"
"2025","0712","0700"
"2025","3229","0213"
"2025","5092","0521"
"2025","5562","0965"
"2025","3273","0100"
"2025","3968","0100"
"2025","5338","0406"
"2025","6260","0502"
"2025","2064","0309"
"2025","2610","0205"
"2025","3374","0213"
"2025","5597","1202"
"2025","0825","0100"
"2025","4185","1050"
"2025","9999","0501"
"2025","1665","1463"
"2025","2327","0306"
"2025","4024","0213"
"2025","4139","0305"
"2025","6059","0900"
"2025","3079","0313"
"2025","5153","0529"
"2025","5289","0900"
"2025","6959","0100"
"2025","4211","1469"
"2025","5597","1434"
"2025","0049","0100"
"2025","2301","1202"
"2025","4652","1050"
"2025","6100","0301"
"2025","8585","0303"
"2025","2021","0302"
"2025","4588","0302"
"2025","5854","0512"
"2025","6215","0309"
"2025","0045","1202"
"2025","2185","1201"
"2025","3625","0900"
"2025","5143","1521"
"2025","5823","0306"
"2025","0725","0100"
"2025","4598","1050"
"2025","2692","0100"
"2025","5129","0100"
"2025","0902","0301"
"2025","3909","0100"
"2025","4325","0507"
"2025","6537","1733"
"2025","0116","0100"
"2025","0024","0301"
"2025","0810","0100"
"2025","1288","0306"
"2025","3499","1392"
"2025","4604","0511"
"2025","4962","0700"
"2025","3824","0434"
"2025","3065","0302"
"2025","3085","0302"
"2025","3379","0700"
"2025","4241","0305"
"2025","5239","0100"
"2025","5312","0100"
"2025","6055","0213"
"2025","6174","1671"
"2025","6618","0980"
"2025","2253","0309"
"2025","2723","1202"
"2025","1435","0100"
"2025","2075","1200"
"2025","2140","0302"
"2025","3696","0301"
"2025","3914","0303"
"2025","4857","0213"
"2025","5067","0202"
"2025","5160","0203"
"2025","6796","0303"
"2025","3518","0301"
"2025","0138","0305"
"2025","2174","0204"
"2025","5778","1050"
"2025","5813","0510"
"2025","2927","0301"
"2025","4423","0406"
"2025","4192","0301"
"2025","6687","0620"
"2025","2763","0209"
"2025","3987","0700"
"2025","6860","0213"
"2025","2847","0305"
"2025","5044","0911"
"2025","5108","1050"
"2025","5346","0213"
"2025","6063","0408"
"2025","2256","1050"
"2025","2497","0302"
"2025","2985","0205"
"2025","3847","1050"
"2025","6488","0204"
"2025","0599","0306"
"2025","2877","0201"
"2025","3248","1050"
"2025","3420","1201"
"2025","5942","0502"
"2025","6424","0415"
"2025","0431","0304"
"2025","2836","0100"
"2025","3646","1310"
"2025","3870","0508"
"2025","5775","0510"
"2025","5802","0700"
"2025","6888","1360"
"2025","6560","0620"
"2025","0100","0301"
"2025","2847","0513"
"2025","4328","1201"
"2025","5584","0965"
"2025","6699","0207"
"2025","7116","7816"
"2025","0055","1824"
"2025","6034","0700"
"2025","6135","0301"
"2025","4993","0620"
"2025","5604","1479"
"2025","6526","0100"
"2025","6196","0406"
"2025","0533","0700"
"2025","3700","0203"
"2025","0619","0301"
"2025","4708","1050"
"2025","1496","0507"
"2025","2332","0512"
"2025","2190","0309"
"2025","3720","0901"
"2025","4602","0303"
"2025","6100","0511"
"2025","6734","0700"
"2025","9628","0311"
"2025","4127","1050"
"2025","4677","1201"
"2025","4945","0900"
"2025","5281","0213"
"2025","5940","0100"
"2025","0078","0507"
"2025","0550","0700"
"2025","5941","0502"
"2025","5275","1051"
"2025","6294","1200"
"2025","6432","1706"
"2025","3256","1050"
"2025","5264","1202"
"2025","5355","0201"
"2025","5482","0100"
"2025","6377","0415"
"2025","0013","0100"
"2025","3335","0516"
"2025","4432","0620"
"2025","5447","0507"
"2025","5960","0973"
"2025","0141","0301"
"2025","5370","1050"
"2025","8590","1050"
"2025","4202","0311"
"2025","5603","1566"
"2025","6150","0620"
"2025","3632","0301"
"2025","4353","0305"
"2025","5656","1202"
"2025","6701","0700"
"2025","0589","0309"
"2025","5222","0531"
"2025","0004","0100"
"2025","2234","0506"
"2025","3999","1050"
"2025","4826","0213"
"2025","3134","0406"
"2025","4059","0100"
"2025","5976","1200"
"2025","2686","0205"
"2025","4996","0700"
"2025","1317","0303"
"2025","1495","0531"
"2025","2853","1200"
"2025","3911","0311"
"2025","6269","1202"
"2025","0087","0622"
"2025","0197","0511"
"2025","0537","0100"
"2025","2125","0620"
"2025","5632","0301"
"2025","6125","1654"
"2025","0751","0305"
"2025","5168","0515"
"2025","6045","1200"
"2025","0117","0305"
"2025","2200","1201"
"2025","4389","0302"
"2025","6581","1760"
"2025","1477","0900"
"2025","3908","0100"
"2025","6104","0620"
"2025","1307","0303"
"2025","4118","0301"
"2025","4984","0301"
"2025","6336","1202"
"2025","6863","0301"
"2025","2266","0301"
"2025","4030","1202"
"2025","3297","0100"
"2025","4215","0301"
"2025","0048","0213"
"2025","4696","0301"
"2025","5235","1200"
"2025","5593","1579"
"2025","6087","1051"
"2025","3891","1050"
"2025","5107","0301"
"2025","5163","1327"
"2025","0193","0201"
"2025","0140","1200"
"2025","0181","0411"
"2025","2749","0900"
"2025","4755","0311"
"2025","5825","0304"
"2025","3114","1050"
"2025","4112","0313"
"2025","4746","0407"
"2025","4749","1489"
"2025","4506","0301"
"2025","6083","1503"
"2025","6129","0507"
"2025","0047","1847"
"2025","4005","0301"
"2025","6118","0304"
"2025","5192","0309"
"2025","6833","1050"
"2025","3073","0529"
"2025","4726","0901"
"2025","4626","0213"
"2025","5125","0406"
"2025","5565","0213"
"2025","6645","0302"
"2025","6745","0302"
"2025","0813","0700"
"2025","4415","1360"
"2025","5086","1532"
"2025","5183","1495"
"2025","0546","1050"
"2025","2216","0203"
"2025","3630","1200"
"2025","6018","1301"
"2025","2406","0211"
"2025","3004","0700"
"2025","3277","0534"
"2025","3495","1355"
"2025","5970","0700"
"2025","6116","1616"
"2025","0022","0100"
"2025","2441","0203"
"2025","4650","1202"
"2025","5653","1202"
"2025","2441","1050"
"2025","4909","0512"
"2025","2611","0901"
"2025","6157","0900"
"2025","6700","0302"
"2025","6740","0305"
"2025","0013","1821"
"2025","6041","0420"
"2025","5785","0700"
"2025","6043","0301"
"2025","4969","0201"
"2025","5121","0428"
"2025","6379","0301"
"2025","6225","0100"
"2025","4693","1484"
"2025","6299","0100"
"2025","6515","0205"
"2025","2904","1050"
"2025","6126","0900"
"2025","3618","0309"
"2025","3731","1050"
"2025","4320","0309"
"2025","4337","0302"
"2025","4905","0301"
"2025","6038","0207"
"2025","0527","1200"
"2025","3731","0203"
"2025","6160","0408"
"2025","6451","1200"
"2025","4903","0100"
"2025","5407","0512"
"2025","6024","1050"
"2025","6512","1200"
"2025","6536","0100"
"2025","4463","1206"
"2025","6211","0208"
"2025","6587","1200"
"2025","0065","0301"
"2025","4441","0100"
"2025","5320","0208"
"2025","6987","0700"
"2025","0507","0100"
"2025","0829","0208"
"2025","4323","1050"
"2025","5631","0100"
"2025","3959","0301"
"2025","5798","0901"
"2025","2619","0100"
"2025","0161","0620"
"2025","1451","0507"
"2025","2125","0901"
"2025","5194","0921"
"2025","2264","0700"
"2025","3575","1202"
"2025","4148","0531"
"2025","2881","0301"
"2025","4667","0512"
"2025","5017","0309"
"2025","5685","0100"
"2025","1490","0402"
"2025","4309","0502"
"2025","4802","0700"
"2025","4817","0100"
"2025","5367","0948"
"2025","4666","0301"
"2025","5031","1050"
"2025","6913","0213"
"2025","2786","1050"
"2025","4266","0301"
"2025","5961","0301"
"2025","6881","1360"
"2025","0407","0301"
"2025","3149","0512"
"2025","0414","0517"
"2025","3892","0508"
"2025","5326","0408"
"2025","6956","0100"
"2025","3087","0700"
"2025","5530","1476"
"2025","6231","0311"
"2025","4230","0507"
"2025","6181","1662"
"2025","6715","1051"
"2025","4901","0512"
"2025","4669","0100"
"2025","9999","0408"
"2025","5872","1050"
"2025","4111","0529"
"2025","6995","1500"
"2025","2465","1208"
"2025","3983","0303"
"2025","5134","0301"
"2025","6130","1050"
"2025","6232","0408"
"2025","6600","0405"
"2025","6619","0301"
"2025","0463","0521"
"2025","2651","0700"
"2025","3839","1374"
"2025","4639","1407"
"2025","4615","0302"
"2025","5773","1200"
"2025","5794","0301"
"2025","6548","0203"
"2025","3161","0100"
"2025","5333","0528"
"2025","4768","1483"
"2025","4830","0201"
"2025","6411","1050"
"2025","9999","1376"
"2025","4413","1050"
"2025","5161","0419"
"2025","6392","1360"
"2025","2712","1050"
"2025","2483","0302"
"2025","3640","0507"
"2025","4639","1050"
"2025","4468","0301"
"2025","5168","0100"
"2025","6227","1202"
"2025","6939","1714"
"2025","0062","0301"
"2025","4457","0301"
"2025","5674","0301"
"2025","6108","1050"
"2025","2091","0311"
"2025","4951","0100"
"2025","0742","1050"
"2025","2356","0620"
"2025","3658","0206"
"2025","3601","0100"
"2025","6078","0965"
"2025","5241","0512"
"2025","6644","0208"
"2025","3056","0208"
"2025","3247","1363"
"2025","4923","0622"
"2025","6133","0406"
"2025","6848","0302"
"2025","2160","1050"
"2025","0009","1753"
"2025","4450","0100"
"2025","5063","0700"
"2025","6572","1202"
"2025","4042","0100"
"2025","5272","1051"
"2025","3117","0303"
"2025","3967","0100"
"2025","4343","0309"
"2025","6770","1475"
"2025","2871","0513"
"2025","3580","0301"
"2025","4379","1050"
"2025","6468","0700"
"2025","9999","0213"
"2025","4660","0302"
"2025","6646","1050"
"2025","4450","0203"
"2025","5480","1050"
"2025","2162","1050"
"2025","5372","0100"
"2025","3359","0311"
"2025","4674","0700"
"2025","5416","0406"
"2025","6635","0901"
"2025","5447","0301"
"2025","0248","0620"
"2025","3107","0700"
"2025","4631","0700"
"2025","5644","1200"
"2025","0932","1200"
"2025","4685","1204"
"2025","5429","0962"
"2025","0055","0900"
"2025","0551","0306"
"2025","2403","0301"
"2025","2798","1050"
"2025","4768","0406"
"2025","6808","0303"
"2025","9999","0307"
"2025","0576","1200"
"2025","2225","0100"
"2025","5112","0700"
"2025","5434","0303"
"2025","6486","0506"
"2025","2393","1050"
"2025","3088","0301"
"2025","2750","0213"
"2025","3965","1360"
"2025","5845","1050"
"2025","5895","0213"
"2025","2303","0100"
"2025","2700","0406"
"2025","4078","1463"
"2025","4752","0620"
"2025","5093","0301"
"2025","9633","0404"
"2025","0581","0301"
"2025","4945","0301"
"2025","5160","1327"
"2025","0011","0977"
"2025","0685","0206"
"2025","0577","1050"
"2025","3160","0405"
"2025","3281","0205"
"2025","1449","0507"
"2025","5297","0100"
"2025","6541","0951"
"2025","0591","0421"
"2025","4077","1462"
"2025","3065","0207"
"2025","1467","0512"
"2025","6736","0507"
"2025","6857","1810"
"2025","3661","0404"
"2025","4081","1050"
"2025","6633","0213"
"2025","6923","1858"
"2025","1476","0700"
"2025","5569","0512"
"2025","6208","1208"
"2025","6510","1475"
"2025","6919","0411"
"2025","6945","1051"
"2025","5296","0406"
"2025","0402","0427"
"2025","9711","0313"
"2025","4181","0700"
"2025","5001","0301"
"2025","5383","1050"
"2025","9999","1613"
"2025","2789","0301"
"2025","4000","0700"
"2025","3993","0403"
"2025","4487","0421"
"2025","5302","0620"
"2025","5404","0203"
"2025","5672","1051"
"2025","6110","0100"
"2025","6670","1485"
"2025","6918","0411"
"2025","5817","0309"
"2025","0594","0421"
"2025","2891","0306"
"2025","5344","0100"
"2025","1340","0213"
"2025","3676","0203"
"2025","4056","1383"
"2025","4396","0100"
"2025","5484","1484"
"2025","8593","0100"
"2025","0168","0100"
"2025","1385","1050"
"2025","6942","0301"
"2025","0837","0506"
"2025","3961","0201"
"2025","5444","0406"
"2025","6565","1204"
"2025","6730","0213"
"2025","0082","0521"
"2025","4120","0700"
"2025","3528","0100"
"2025","4717","1050"
"2025","3479","1200"
"2025","6268","0309"
"2025","0672","1200"
"2025","6557","0213"
"2025","8594","1768"
"2025","2078","1200"
"2025","2222","0516"
"2025","5565","0965"
"2025","2286","0900"
"2025","3859","1201"
"2025","4612","0201"
"2025","2272","1050"
"2025","6526","0501"
"2025","3835","0205"
"2025","4618","1050"
"2025","3479","0204"
"2025","6509","0100"
"2025","6436","0414"
"2025","4868","0869"
"2025","6312","0408"
"2025","2015","0534"
"2025","3610","0201"
"2025","4132","0100"
"2025","5753","0100"
"2025","0881","0100"
"2025","3920","0406"
"2025","4530","0700"
"2025","6650","0100"
"2025","4019","0301"
"2025","4896","1050"
"2025","5116","0507"
"2025","5274","1550"
"2025","4443","1050"
"2025","4881","0507"
"2025","2630","0301"
"2025","4416","0429"
"2025","2168","0301"
"2025","4304","1050"
"2025","5788","0100"
"2025","6270","0976"
"2025","4137","0402"
"2025","0691","0206"
"2025","2524","0216"
"2025","3703","0900"
"2025","5098","1200"
"2025","2082","1050"
"2025","5718","0622"
"2025","6667","0311"
"2025","0448","0301"
"2025","1493","0402"
"2025","2832","0309"
"2025","3445","0301"
"2025","4103","1419"
"2025","6413","0100"
"2025","3118","1206"
"2025","5266","0301"
"2025","3995","0304"
"2025","4835","0305"
"2025","5040","0202"
"2025","5061","0524"
"2025","5198","0100"
"2025","3518","0507"
"2025","3953","0301"
"2025","4842","0406"
"2025","4963","0700"
"2025","4274","0213"
"2025","4504","0406"
"2025","4876","1050"
"2025","6046","0302"
"2025","4844","0100"
"2025","6769","0100"
"2025","2747","0100"
"2025","3429","0700"
"2025","0410","0301"
"2025","2386","0309"
"2025","3479","1051"
"2025","4692","0100"
"2025","3587","0201"
"2025","5004","1202"
"2025","5261","0305"
"2025","4163","0405"
"2025","0907","0304"
"2025","2683","0414"
"2025","3943","0301"
"2025","3043","0208"
"2025","4361","0302"
"2025","3477","0100"
"2025","5648","0521"
"2025","6816","0952"
"2025","0167","0100"
"2025","3215","1050"
"2025","5455","0301"
"2025","6477","1050"
"2025","6466","0901"
"2025","5100","0700"
"2025","6720","0512"
"2025","5438","0962"
"2025","5603","0100"
"2025","5620","0620"
"2025","5672","0204"
"2025","2298","0507"
"2025","3043","0100"
"2025","4400","0301"
"2025","5706","1200"
"2025","2611","0434"
"2025","4610","0511"
"2025","5000","0301"
"2025","5603","0411"
"2025","6149","1204"
"2025","6157","0301"
"2025","6329","0516"
"2025","6357","1050"
"2025","2063","0307"
"2025","2460","0309"
"2025","3522","1344"
"2025","4065","0206"
"2025","4590","1050"
"2025","0033","1202"
"2025","0585","1050"
"2025","1386","0900"
"2025","5356","0313"
"2025","5463","1426"
"2025","2790","0205"
"2025","4212","1474"
"2025","6209","0415"
"2025","6632","0213"
"2025","3977","0213"
"2025","5068","0911"
"2025","2287","1050"
"2025","4729","1363"
"2025","4830","0700"
"2025","6009","1201"
"2025","6799","0512"
"2025","4705","0512"
"2025","5414","0213"
"2025","6769","0512"
"2025","0179","0100"
"2025","0254","0501"
"2025","0718","0207"
"2025","2706","0214"
"2025","4282","1050"
"2025","4724","0309"
"2025","6702","1200"
"2025","2169","0100"
"2025","3917","0511"
"2025","5193","0530"
"2025","3349","0100"
"2025","5888","0507"
"2025","0632","0206"
"2025","9999","0947"
"2025","3923","0302"
"2025","6674","0213"
"2025","3836","0100"
"2025","6066","0311"
"2025","0644","0302"
"2025","3141","0402"
"2025","3940","0305"
"2025","4153","0203"
"2025","5330","1050"
"2025","6780","0306"
"2025","4325","0900"
"2025","6954","0301"
"2025","3389","0509"
"2025","4433","0301"
"2025","6847","0309"
"2025","0617","1050"
"2025","2066","0217"
"2025","5016","0303"
"2025","4592","0900"
"2025","4727","0421"
"2025","5335","0100"
"2025","4803","1050"
"2025","6133","1050"
"2025","2167","1200"
"2025","0722","0301"
"2025","2375","1050"
"2025","4583","0509"
"2025","5401","1559"
"2025","6585","0100"
"2025","5590","0620"
"2025","6671","1483"
"2025","3876","1050"
"2025","4367","0208"
"2025","2182","0302"
"2025","3306","0311"
"2025","5751","0309"
"2025","6554","1050"
"2025","6811","1200"
"2025","4252","0303"
"2025","4893","0309"
"2025","6687","1202"
"2025","3633","1341"
"2025","4892","0529"
"2025","5058","1050"
"2025","6454","1730"
"2025","2210","0302"
"2025","4650","1050"
"2025","5780","0100"
"2025","0450","0204"
"2025","4107","0309"
"2025","3184","0620"
"2025","6775","1201"
"2025","1386","0305"
"2025","3282","0513"
"2025","3488","1333"
"2025","3504","0512"
"2025","1474","0301"
"2025","2121","0301"
"2025","2355","0100"
"2025","2759","1338"
"2025","3394","0208"
"2025","3554","0900"
"2025","4731","0301"
"2025","4922","1200"
"2025","5869","1050"
"2025","3264","0301"
"2025","5769","0302"
"2025","6874","0213"
"2025","0004","0404"
"2025","4208","0100"
"2025","6750","0414"
"2025","6953","0301"
"2025","4097","0309"
"2025","4846","0515"
"2025","5461","1367"
"2025","5119","1200"
"2025","3067","0100"
"2025","0526","0303"
"2025","0633","1050"
"2025","2107","0309"
"2025","5787","0205"
"2025","0803","1050"
"2025","2737","0309"
"2025","5006","0428"
"2025","6974","0213"
"2025","0819","0302"
"2025","2556","0213"
"2025","5188","1051"
"2025","0749","1050"
"2025","6889","1360"
"2025","3638","1200"
"2025","3687","0301"
"2025","3977","0100"
"2025","4865","1497"
"2025","5414","0301"
"2025","0645","0511"
"2025","5162","1050"
"2025","5884","0301"
"2025","4981","0502"
"2025","5084","0213"
"2025","6234","0408"
"2025","6442","0100"
"2025","0542","0301"
"2025","4027","0512"
"2025","5146","0406"
"2025","6492","0700"
"2025","3283","0528"
"2025","4371","0301"
"2025","5403","0302"
"2025","4061","0309"
"2025","5513","0213"
"2025","0054","0507"
"2025","5488","0900"
"2025","5753","0700"
"2025","5800","0901"
"2025","6708","0309"
"2025","4456","0512"
"2025","5290","0900"
"2025","6023","1209"
"2025","6703","0100"
"2025","6832","0420"
"2025","3352","0100"
"2025","5253","0301"
"2025","5258","0528"
"2025","3362","0100"
"2025","4624","1202"
"2025","5325","0305"
"2025","6025","1651"
"2025","2726","0303"
"2025","4707","1202"
"2025","5337","0305"
"2025","6161","1665"
"2025","3405","0302"
"2025","6080","0213"
"2025","2273","0205"
"2025","5557","0507"
"2025","2196","0100"
"2025","4825","1202"
"2025","6435","1714"
"2025","6625","0213"
"2025","3113","0201"
"2025","4286","1050"
"2025","5394","0951"
"2025","5430","0100"
"2025","6800","0406"
"2025","3498","0408"
"2025","4697","0507"
"2025","5009","0700"
"2025","6461","0510"
"2025","6893","0213"
"2025","4513","0301"
"2025","6032","0517"
"2025","0465","1200"
"2025","2440","1208"
"2025","3985","0100"
"2025","5596","1050"
"2025","9999","7817"
"2025","2413","0100"
"2025","5082","0512"
"2025","5735","0700"
"2025","3289","0901"
"2025","3978","0301"
"2025","4445","0305"
"2025","5396","0309"
"2025","2865","0100"
"2025","5741","0100"
"2025","4710","0620"
"2025","6645","1800"
"2025","5007","0900"
"2025","5883","1050"
"2025","4523","0100"
"2025","3690","1200"
"2025","5615","0900"
"2025","6533","0521"
"2025","6857","0700"
"2025","0528","1200"
"2025","4522","0509"
"2025","4806","0100"
"2025","6884","0977"
"2025","2337","0512"
"2025","4198","0100"
"2025","5243","0301"
"2025","0699","0100"
"2025","2387","0434"
"2025","2787","0100"
"2025","5669","0427"
"2025","6896","0205"
"2025","9999","1841"
"2025","2384","0100"
"2025","3512","0406"
"2025","5108","0301"
"2025","6241","0100"
"2025","4719","0835"
"2025","5167","0515"
"2025","2488","0518"
"2025","2553","0100"
"2025","3950","0204"
"2025","3972","1050"
"2025","6296","0700"
"2025","0119","0303"
"2025","5561","0208"
"2025","5664","0402"
"2025","5945","0301"
"2025","6512","1524"
"2025","4132","0512"
"2025","5896","0502"
"2025","3265","1050"
"2025","4905","1050"
"2025","5505","0213"
"2025","6633","0965"
"2025","4361","0301"
"2025","5758","1200"
"2025","5920","0306"
"2025","6889","0404"
"2025","2015","0301"
"2025","4494","0304"
"2025","4682","1050"
"2025","5032","1050"
"2025","9999","0965"
"2025","6495","0510"
"2025","2871","0421"
"2025","3698","0303"
"2025","6584","1763"
"2025","6716","1050"
"2025","8592","0302"
"2025","5840","0305"
"2025","6859","0512"
"2025","9999","1483"
"2025","3133","0213"
"2025","6368","0518"
"2025","2957","0700"
"2025","4831","0855"
"2025","5536","0309"
"2025","0921","0209"
"2025","6074","0100"
"2025","2245","0301"
"2025","4898","0512"
"2025","5058","0301"
"2025","5162","1361"
"2025","5580","0965"
"2025","5060","1200"
"2025","5119","0204"
"2025","3039","0100"
"2025","5421","1202"
"2025","2767","1050"
"2025","4733","0213"
"2025","6488","0517"
"2025","0542","0205"
"2025","2860","0301"
"2025","4431","0402"
"2025","5285","1549"
"2025","6459","0301"
"2025","6390","1050"
"2025","2718","0213"
"2025","5089","1200"
"2025","5587","0512"
"2025","4697","1484"
"2025","6575","0309"
"2025","0519","1050"
"2025","0672","0100"
"2025","2391","0100"
"2025","6793","0100"
"2025","2250","0309"
"2025","3090","0100"
"2025","4620","0213"
"2025","6149","1663"
"2025","2931","1050"
"2025","4159","1202"
"2025","5458","1379"
"2025","5865","1050"
"2025","6561","1200"
"2025","2071","0302"
"2025","3105","0301"
"2025","3299","0302"
"2025","3524","1360"
"2025","4111","1050"
"2025","4716","1360"
"2025","4845","1200"
"2025","2383","0620"
"2025","3960","0302"
"2025","4330","0206"
"2025","3296","0301"
"2025","4804","0309"
"2025","5148","0201"
"2025","5201","0203"
"2025","6263","1470"
"2025","0743","0304"
"2025","5373","1455"
"2025","5776","0302"
"2025","4246","0301"
"2025","6618","0100"
"2025","4818","0406"
"2025","6946","0100"
"2025","6950","0302"
"2025","0077","0213"
"2025","0523","0306"
"2025","5886","1050"
"2025","2379","0301"
"2025","3404","0302"
"2025","4920","0622"
"2025","4928","1206"
"2025","5241","0404"
"2025","6398","0309"
"2025","0013","0414"
"2025","6475","1721"
"2025","9999","0405"
"2025","0451","1051"
"2025","5889","1621"
"2025","2401","0100"
"2025","4779","0302"
"2025","5741","0700"
"2025","4740","0700"
"2025","3262","0700"
"2025","3351","0700"
"2025","5262","1437"
"2025","2803","0100"
"2025","6834","0420"
"2025","2283","0301"
"2025","5515","1050"
"2025","5713","1594"
"2025","5872","0301"
"2025","6915","0900"
"2025","4490","0100"
"2025","3601","1209"
"2025","4163","0302"
"2025","4376","1418"
"2025","3155","0900"
"2025","3931","0301"
"2025","5916","0502"
"2025","9999","1429"
"2025","4114","0208"
"2025","6318","1200"
"2025","3784","0309"
"2025","0700","1050"
"2025","2326","0100"
"2025","2803","0700"
"2025","3008","0516"
"2025","3160","0302"
"2025","6959","0209"
"2025","0025","0301"
"2025","4040","0304"
"2025","9999","1455"
"2025","5315","1307"
"2025","5702","0301"
"2025","2242","0506"
"2025","4562","0512"
"2025","6318","0377"
"2025","6416","0301"
"2025","4062","0309"
"2025","4805","0408"
"2025","5837","1513"
"2025","6035","0213"
"2025","6784","0306"
"2025","2191","0100"
"2025","4821","0213"
"2025","0645","0301"
"2025","3610","0700"
"2025","4103","0313"
"2025","5079","0304"
"2025","6285","0301"
"2025","6420","1597"
"2025","6336","0301"
"2025","6961","1200"
"2025","0255","0301"
"2025","1345","0312"
"2025","2524","0100"
"2025","3273","0534"
"2025","4787","0901"
"2025","5807","0421"
"2025","9999","0214"
"2025","6699","0100"
